source	target	weight
OR4D5	PLA2G2E	0.770097934325664
MIR4427	OR4D5	0.770097934325664
MIR4472-1	OR4D5	0.770097934325664
AMELX	LINC00651	0.769258380675383
AMELX	EXOC3L4	0.709211833631742
MIR497	SUN5	0.76780620075945
MBD3L4	MBD3L5	1
MIR130A	MIR29B2	0.765375924735113
AMTN	KRTAP10-6	0.764455120231403
KRTAP10-6	TAS2R38	0.764455120231403
CSN2	SNORD116-11	0.764164294143252
AMTN	MFSD6L	0.76263548069649
MFSD6L	TAS2R38	0.76263548069649
KRTAP8-1	MIR4256	0.761895944987387
IFNA22P	MIR499A	0.761799439929049
CSH2	GAGE2C	0.760154241530381
GAGE2C	SPAG11A	0.760154241530381
GAGE2C	KRTAP4-4	0.760154241530381
GAGE2C	LOC100287534	0.760154241530381
GAGE2C	MIR33B	0.760154241530382
GAGE2C	OR6N2	0.760154241530381
GAGE2C	S100Z	0.709008088942191
KRTAP4-2	MIR3939	0.760070990158717
ELANE	PAR4	0.759230143123454
MIR32	TLX3	0.759159179012118
FEZF1-AS1	MIR4777	0.733413934221832
FMO9P	VPREB1	0.757410522710172
TTTY12	TTTY13	0.757347023947054
TTTY12	TTTY5	0.757347023947054
TTTY12	TTTY8	0.757347023947054
TTTY12	TTTY8B	0.757347023947054
MIR4789	TTTY12	0.757347023947054
SPO11	TTTY12	0.757347023947054
TBL1Y	TTTY12	0.757347023947054
ITLN2	SNORD121A	0.754500331341578
LINC00111	VAV3-AS1	0.753762444313012
CSAG1	VAV3-AS1	0.753762444313012
SYNPR-AS1	TTTY7B	0.752660846333313
LRRC3C	MIR4707	0.752241024509769
DEFB121	MIR569	0.751881683451016
DEFB121	LINC00207	0.751881683451016
C8orf87	MIR3675	0.751800696044406
PRL	SLFN12L	0.751412610800202
CDRT7	MIR569	0.75120804307668
CDRT7	LINC00207	0.75120804307668
KRTAP19-1	TNP2	0.750665032812139
OR1S1	TTTY13	0.749427053503894
OR1S1	TTTY5	0.749427053503894
OR1S1	TTTY8	0.749427053503894
OR1S1	TTTY8B	0.749427053503894
MIR4789	OR1S1	0.749427053503895
OR1S1	SPO11	0.749427053503895
OR1S1	TBL1Y	0.749427053503895
OR2A14	PRDM13	0.708865484021399
MIR412	TAAR8	0.747968090907351
MIR889	TAAR8	0.747968090907351
IL17F	MIR4271	0.747525104440374
FEZF1-AS1	SLAMF1	0.722207008627376
C1orf64	MIR4640	0.746390622727102
CSH1	PF4V1	0.746368703320497
MAGEA10-MAGEA5	PF4V1	0.746368703320497
GUCA2A	HOXB-AS5	0.745136242502727
GUCA2A	MIR211	0.745136242502727
GUCA2A	OR51G2	0.745136242502727
GUCA2A	MIR642B	0.745136242502727
GUCA2A	SULT6B1	0.745136242502727
MIR16-1	PNLIPRP3	0.743462541783491
P2RX2	PNLIPRP3	0.743462541783491
PNLIPRP3	PRG3	0.743462541783491
LOC388813	OR6C70	0.743088235834007
MYADML	OR10G4	0.742699674885937
MIR150	MIR4307	0.742551828666614
MIR4307	TRPC2	0.742551828666614
LOC286238	MIR1179	0.742497119574678
MIR1179	MIR433	0.742497119574678
MIR105-2	TEX13A	0.742137415514962
BHLHA9	TEX13A	0.742137415514962
DCD	FGF22	0.742122865425182
DCD	LACRT	0.992594302513362
PLA2G2E	SDC4P	0.740918505359519
MIR4427	SDC4P	0.740918505359519
MIR4472-1	SDC4P	0.740918505359519
KRT85	MIR3913-2	0.738911307195072
LOC286442	MIR3913-2	0.738911307195072
LINC00332	MIR3913-2	0.738911307195072
MIR190A	MIR3913-2	0.738911307195072
CYP4B1	TRIML2	0.73757528116735
GAGE7	TRIML2	0.73757528116735
MIR3202-1	OR6S1	0.73605145174835
DEFB118	OR6S1	0.73605145174835
KRTAP9-9	ZFX-AS1	0.735912940542547
OR4N4	ZFX-AS1	0.714002138817622
KRTAP6-3	UGT1A5	0.735008797019473
C9orf92	MIR16-1	0.732288030521779
C9orf92	P2RX2	0.732288030521779
C9orf92	PRG3	0.732288030521779
CCL15	CLC	0.732219217687408
CCL15	DEFB128	0.732219217687408
CCL15	LINC00112	0.732219217687408
CCL15	MIR519A1	0.732219217687408
CCL15	MIR522	0.732219217687408
CCL15	LOC150185	0.732219217687408
CCL15	XAGE2B	0.732219217687408
MIR4524B	RNASE8	0.731569675637883
FAM3D	SULT1B1	0.730665839199281
ARL14	MIR194-1	0.730165804178469
LINC00029	MSMB	0.729846958020325
BSPH1	LINC00029	0.729846958020325
LOC254099	PRM3	0.72892213716607
PRM3	SMIM2-IT1	0.72892213716607
MIR3121	OR4X2	0.727873709745649
HBBP1	OR4X2	0.727873709745649
MIR384	UGT1A1	0.725297028175843
MIR335	MIR384	0.725297028175843
MIR384	PRAMEF13	0.725297028175843
CETN1	SCGB2A1	0.724669587612743
MIR4741	PAEP	0.724165243021256
CRLF2	LINC00208	0.703088144918588
GRP	KIR3DL2	0.721981902747844
CGB8	MIR18A	0.721536351142993
LOC254099	PDX1	0.721492294408713
PDX1	SMIM2-IT1	0.721492294408713
MIR491	TTLL10	0.720189632216826
MIR4305	SERPINA9	0.719193013459052
MIR4305	MIR548J	0.719193013459052
MIR4305	REG1B	0.719193013459052
IL22	SNORD91B	0.71601095050451
MIR3620	SNORD113-5	0.714695075467577
KRTAP27-1	MIR1243	0.713511938617343
FOXI3	LOC643441	0.713295632661652
MIR4798	MIR572	0.701341543231975
MIR16-1	TEX36	0.701784616771197
P2RX2	TEX36	0.701784616771197
PRG3	TEX36	0.701784616771197
MIR4751	MIR4770	0.701799995592527
SERPINA7	TTTY7B	0.711524122362279
LRRC2-AS1	SERPINA7	0.702346489125029
MIR449B	SERPINA7	0.702346489125029
OR52E4	SERPINA7	0.702346489125029
ASGR2	ATP6V0CP3	0.711427888139029
ASGR2	MIR627	0.702443966384748
ASGR2	OR9Q2	0.702443966384748
ASGR2	MIR3660	0.711427888139029
CLC	KRTAP19-4	0.702700824541481
DEFB128	KRTAP19-4	0.702700824541481
KRTAP19-4	LINC00112	0.702700824541481
KRTAP19-4	MIR519A1	0.702700824541481
KRTAP19-4	MIR522	0.702700824541481
KRTAP19-4	LOC150185	0.702700824541481
KRTAP19-4	SNORD82	0.711174179210282
KRTAP19-4	XAGE2B	0.702700824541481
KLK11	MIR569	0.710219145033039
KLK11	LINC00207	0.710219145033039
IGSF23	LCE2C	0.704053247352918
GSTA3	SERPINA9	0.704213289928025
GSTA3	MIR548J	0.704213289928025
GSTA3	REG1B	0.704213289928025
KRT85	PRSS56	0.709663850473505
LOC286442	PRSS56	0.709663850473505
LINC00332	PRSS56	0.709663850473505
LOC100505622	PRSS56	0.704226073519324
MIR190A	PRSS56	0.709663850473505
DEFB4A	TPPP2	0.704420348072974
TPPP2	TTTY22	0.704420348072974
BPIFA3	TPPP2	0.704420348072974
LINC00359	TPPP2	0.704420348072974
MIR3976	MIR618	0.708931094939995
MIR618	SNORD116-29	0.708931094939995
AMTN	DSCR4	0.705411264185452
DSCR4	TAS2R38	0.705411264185452
BATF	SNORD18C	0.706257633085172
MIR3192	SNORD18C	0.706257633085172
GDF3	MIR4295	0.706494642381166
LOC100507205	MIR4295	0.707405435982539
LOC158376	MIR4295	0.706494642381166
MIR4295	MIR553	0.706494642381166
FLI1-AS1	OR4P4	0.706689654937024
MIR181C	OR4P4	0.706689654937024
MIR183	OR4P4	0.706689654937024
MIR3649	OR4P4	0.706689654937024
MIR130B	MIR301B	0.706901258831397
ALPPL2	MBD3L2	0.728432519974471
C10orf91	MBD3L2	0.728432519974471
CD300C	MBD3L2	0.728432519974471
HLA-DQA2	MBD3L2	0.728432519974471
MBD3L2	MIR663B	0.728432519974471
MBD3L2	MOGAT2	0.728432519974471
MBD3L2	OR4E2	0.728432519974471
MBD3L2	OR4K13	0.728432519974471
MBD3L2	OR6Y1	0.728432519974471
MBD3L2	PCGEM1	0.728432519974471
AA06	MBD3L2	0.728432519974471
KRTAP3-1	MBD3L2	0.728432519974471
MBD3L2	MIR378C	0.728432519974471
MBD3L2	NR0B2	0.728432519974471
MBD3L2	OR2Y1	0.728432519974471
MBD3L2	OR3A3	0.728432519974471
MBD3L2	SERPINA5	0.728432519974471
IFNA7	ST8SIA6-AS1	0.923971922901871
BARX1	FOXI3	0.887739574677516
BARX1	OR6C74	0.766839133566244
BARX1	KRTAP3-3	0.718177072110322
CLEC4M	LINC00651	0.933047247539728
CLEC4M	EXOC3L4	0.860261909044512
CLEC4M	IL36G	0.7314178009116
AMELX	CLEC4M	0.717611290562386
POU4F3	RNY5	0.914322054155644
OR6K6	POU4F3	0.825879024322046
C16orf78	IL22RA1	0.9319083078631
C1orf68	IL22RA1	0.791960647172502
MIR1243	UGT1A9	0.890384007811546
LOC340094	UGT1A9	0.717434094985357
C6orf222	HOXB-AS5	0.940194093687474
C6orf222	MIR211	0.940194093687474
C6orf222	OR51G2	0.940194093687474
C6orf222	MIR642B	0.940194093687474
C6orf222	SULT6B1	0.940194093687474
C6orf222	OR56A3	0.765894942177902
C6orf222	GUCA2A	0.700415785441397
AMN	SCGB1D2	0.919317649185934
C11orf21	MIR642A	0.920152807778309
KRT85	SIT1	0.892540527213627
LOC286442	SIT1	0.892540527213627
LINC00332	SIT1	0.892540527213627
MIR190A	SIT1	0.892540527213627
AMY1C	SIT1	0.808915607810963
FLJ41350	SIT1	0.764009476157984
NEU2	SIT1	0.754090374047702
SIT1	SMR3B	0.751659761223979
GNGT1	SIT1	0.707534057098895
GNGT2	SIT1	0.70717386307875
FATE1	TEX13B	0.838414404271635
EDDM3B	OR10G9	0.91319624712718
KIF2B	OR10G9	0.91319624712718
BDKRB1	STOML3	0.830761331492969
MAGEA5	RBMXL2	0.905942358102692
MSMB	TUBA4B	0.906995715734933
BSPH1	TUBA4B	0.906995715734933
OR5D13	TUBA4B	0.795142909909621
MIR891B	VN1R4	0.835593728965688
PAGE5	VN1R4	0.835593728965688
C20orf85	MAGEA1	0.889263637961068
C1orf200	LOC100507334	0.894868391786453
KRT85	KRTAP9-1	0.889462708523282
KRTAP9-1	LOC286442	0.889462708523282
KRTAP9-1	LINC00332	0.889462708523282
KRTAP9-1	MIR190A	0.889462708523282
AMY1C	KRTAP9-1	0.906818017738666
FLJ41350	KRTAP9-1	0.761365704781036
KRTAP9-1	NEU2	0.751480488335603
KRTAP9-1	SMR3B	0.749058181220669
GNGT1	KRTAP9-1	0.705083389599983
GNGT2	KRTAP9-1	0.704724428350128
KRTAP9-1	SIT1	0.793717161308919
MIR650	OR1Q1	0.893894972492449
MIR650	WNT8A	0.892204015496107
OR1Q1	WNT8A	0.797361874048934
LOC344887	PDE6H	0.74820017106733
IFNA21	LOC344887	0.708437165132231
HOXC13	SSTR4	0.818680676664531
KRT79	SSTR4	0.769692817950462
APOBEC1	OR5P2	0.876335678381452
OR4D6	OR5P2	0.876335678381452
KRT32	KRT36	0.805804418531176
KRT85	OR7C2	0.862783460311078
LOC286442	OR7C2	0.862783460311078
LINC00332	OR7C2	0.862783460311078
MIR190A	OR7C2	0.862783460311078
AMY1C	OR7C2	0.781924188290649
FLJ41350	OR7C2	0.738510212989113
NEU2	OR7C2	0.728920858577098
OR7C2	SMR3B	0.726571055019906
OR7C2	SIT1	0.769888661518263
KRTAP9-1	OR7C2	0.767221534696796
CLEC4F	HOXB-AS5	0.78013740245057
CLEC4F	MIR211	0.78013740245057
CLEC4F	OR51G2	0.78013740245057
CLEC4F	MIR642B	0.78013740245057
CLEC4F	SULT6B1	0.78013740245057
C6orf222	CLEC4F	0.753319538733873
FGF6	KRT85	0.807824836051502
FGF6	LOC286442	0.807824836051502
FGF6	LINC00332	0.807824836051502
FGF6	MIR190A	0.807824836051502
AMY1C	FGF6	0.732097623282704
FGF6	SIT1	0.720821347786522
FGF6	KRTAP9-1	0.7183224382209
HNF4A	KRT85	0.896985852967723
HNF4A	LOC286442	0.896985852967723
HNF4A	LINC00332	0.896985852967723
HNF4A	MIR190A	0.896985852967723
AMY1C	HNF4A	0.812931066322014
FLJ41350	HNF4A	0.76779829044436
HNF4A	NEU2	0.757829216977606
HNF4A	SMR3B	0.755386362988428
GNGT1	HNF4A	0.711038661685081
GNGT2	HNF4A	0.710676657101231
HNF4A	SIT1	0.800422366296276
HNF4A	KRTAP9-1	0.797650401435218
HNF4A	OR7C2	0.77370126353746
FGF6	HNF4A	0.724387811772154
NKX2-6	NUP210P1	0.814512004766745
HBA1	HBA2	0.733957212431227
AMTN	SERPINA12	0.827407956287792
SERPINA12	TAS2R38	0.827407956287792
SNORD108	SNORD92	0.766974633895853
SNORD108	VTRNA1-3	0.766974633895853
LRRC2-AS1	OR10S1	0.731557907485816
MIR449B	OR10S1	0.731557907485816
OR10S1	OR52E4	0.731557907485816
HOXB-AS3	HOXB7	0.730934577900275
FAM187B	REG1P	0.920325709676757
MIR548F4	REG1P	0.920325709676757
POU1F1	REG1P	0.735974425673222
KLK12	OR4K1	0.853925681215988
GJA10	OR4K1	0.802093740417435
OR1F2P	OR56B1	0.831302634665388
CNR2	KRTAP1-4	0.789472349212292
CNR2	OR1A2	0.789472349212292
LINC00563	LOC100287834	0.857564908883778
LOC100287704	LOC100287834	0.857564908883778
CDA	LOC100287834	0.857564908883779
DLX2	MIR502	0.731467730593642
PLA2G2E	PSORS1C2	0.851019632712875
MIR4427	PSORS1C2	0.851019632712875
MIR4472-1	PSORS1C2	0.851019632712875
MIR502	SERPINB3	0.841083847181137
KRT25	LCE3C	0.852259193175153
KRT25	SPRR2G	0.739901465007774
LOC100507334	MRGPRD	0.83660683803299
C1orf200	MRGPRD	0.748444885665991
LINC00162	LOC339822	0.848426314986871
LINC00499	LY96	0.849088623787447
MRGPRX2	TRIM10	0.754261480777989
BPIFA4P	TRIM10	0.754261480777989
CPSF4L	TRIM10	0.754261480777989
APOA5	OR51M1	0.814120073491089
MIR18A	OR2G6	0.798168380462281
HS3ST6	OR2G6	0.835551335955404
BOD1L2	KRT36	0.75483816721771
BOD1L2	KRT32	0.726213349037341
C19orf59	LINC00563	0.71353257831605
C19orf59	LOC100287704	0.71353257831605
C19orf59	CDA	0.71353257831605
MSMB	PLA2G2D	0.83572309609311
BSPH1	PLA2G2D	0.83572309609311
OR5D13	PLA2G2D	0.732613947474313
PLA2G2D	TUBA4B	0.757797273400191
OR2T2	SLC17A7	0.794319825282641
KRTAP21-2	RBBP8NL	0.834112820118629
LCE1F	RBBP8NL	0.834112820118629
MIR432	RBBP8NL	0.834112820118629
COLEC10	OR52M1	0.736970296262051
LOC286135	OR3A1	0.761203576442364
LOC100507362	ODAM	0.764042449156826
LOC100507362	XPNPEP2	0.709621325992076
CYP4B1	FAM26D	0.827994779681957
FAM26D	GAGE7	0.827994779681957
C19orf33	DNAJB8-AS1	0.746980979716407
C7orf34	SDR42E1	0.759891927233248
C20orf85	HTR3D	0.835825841768649
HTR3D	MAGEA1	0.74305395351896
TPRX1	TWIST2	0.743064380820882
MRGPRX2	OR2T35	0.732846603885072
BPIFA4P	OR2T35	0.732846603885072
CPSF4L	OR2T35	0.732846603885072
CSH2	LIPM	0.833746877399097
LIPM	SPAG11A	0.833746877399097
KRTAP4-4	LIPM	0.833746877399097
LIPM	LOC100287534	0.833746877399097
LIPM	MIR33B	0.833746877399097
LIPM	OR6N2	0.833746877399097
LIPM	S100Z	0.777638472840538
CSH2	OR6C3	0.787522139085302
OR6C3	SPAG11A	0.787522139085302
KRTAP4-4	OR6C3	0.787522139085302
LOC100287534	OR6C3	0.787522139085302
MIR33B	OR6C3	0.787522139085302
OR6C3	OR6N2	0.787522139085302
OR6C3	S100Z	0.73451010317773
GPR33	LY86	0.817573344163707
LINC00424	LY86	0.817573344163707
KRTAP2-2	LY86	0.817573344163707
MARCO	OR2W5	0.801318711181603
KRT9	OR2W5	0.801318711181603
FAM83F	MIR569	0.778298000659902
FAM83F	LINC00207	0.778298000659902
CARD17	LINC00651	0.710558494855268
CSH2	TAAR5	0.767336433654561
SPAG11A	TAAR5	0.767336433654562
KRTAP4-4	TAAR5	0.767336433654562
LOC100287534	TAAR5	0.767336433654561
MIR33B	TAAR5	0.767336433654562
OR6N2	TAAR5	0.767336433654561
S100Z	TAAR5	0.715675758398571
OR52N2	SERPINA9	0.702717077328032
MIR548J	OR52N2	0.702717077328032
OR52N2	REG1B	0.702717077328032
PRSS1	TTTY13	0.827758488533618
PRSS1	TTTY5	0.827758488533618
PRSS1	TTTY8	0.827758488533618
PRSS1	TTTY8B	0.827758488533618
MIR4789	PRSS1	0.827758488533618
PRSS1	SPO11	0.827758488533618
PRSS1	TBL1Y	0.827758488533618
PRSS1	TTTY11	0.762268633913697
OR1S1	PRSS1	0.873939206025126
LOC731779	NKX3-2	0.752739195265905
OR9G1	SERPINA9	0.814618447278313
MIR548J	OR9G1	0.814618447278313
OR9G1	REG1B	0.814618447278313
OR9G9	SERPINA9	0.814618447278313
MIR548J	OR9G9	0.814618447278313
OR9G9	REG1B	0.814618447278313
OR9G1	OR9G9	1
LOC100507205	LOC149950	0.824238436737913
ATP6V0CP3	MAS1L	0.763664854538639
MAS1L	MIR3660	0.763664854538639
LOC284080	TNP2	0.750361043756106
MIR4526	OR6N1	0.752744451364923
NCR3	OR6N1	0.752744451364923
LINC00651	TBC1D21	0.750918030940661
CLEC4M	TBC1D21	0.700445939691954
FABP9	OR1G1	0.82142999883138
MIR548A1	OR1G1	0.82142999883138
DEFB125	MIR502	0.814099189608172
BMP15	KRT83	0.750575845545146
LOC339568	MIR150	0.807622494799962
LOC339568	TRPC2	0.807622494799962
DNMT3L	LOC339568	0.70883699056074
CLEC9A	MIR3202-1	0.811662836492691
CLEC9A	DEFB118	0.811662836492691
CLEC9A	OR51G1	0.718257428297779
AMTN	SLC17A2	0.765333961006574
SLC17A2	TAS2R38	0.765333961006574
CCDC155	PLA2G2E	0.773317475544154
CCDC155	MIR4427	0.773317475544154
CCDC155	MIR4472-1	0.773317475544154
DEFB110	EMCN-IT3	0.8159914393148
EMCN-IT3	GIMD1	0.8159914393148
EMCN-IT3	SNORD36C	0.8159914393148
EMCN-IT3	SIGLEC6	0.801808527146043
EMCN-IT3	MYF6	0.763605359843976
AWAT1	SLC25A3P1	0.741917567309491
CAMP	KRTAP4-7	0.752030258365753
KRTAP4-7	MIR4760	0.752030258365753
KRTAP4-7	MIR941-2	0.752030258365753
ACTL9	KRT85	0.754561566220063
ACTL9	LOC286442	0.754561566220063
ACTL9	LINC00332	0.754561566220063
ACTL9	MIR190A	0.754561566220064
LOC286238	OR11H6	0.779713185858946
MIR433	OR11H6	0.779713185858946
OR14I1	P2RY10	0.707812261101649
KRT85	PRSS58	0.7775478336444
LOC286442	PRSS58	0.7775478336444
LINC00332	PRSS58	0.7775478336444
MIR190A	PRSS58	0.7775478336444
AMY1C	PRSS58	0.70463170852047
MIR3193	TSPAN16	0.724813940652597
LYZL4	PRDM9	0.799331013726659
MIR3169	MIR941-3	0.740786354212745
MIR941-3	OR10V1	0.740786354212746
MIR891B	PRAMEF21	0.742451943659084
PAGE5	PRAMEF21	0.742451943659084
C20orf85	DEFB129	0.794249200508253
DEFB129	MAGEA1	0.706059340227606
ACSM2B	C5orf58	0.795680711083795
ACSM2B	TNFRSF18	0.795680711083795
ACSM2B	SPATA3	0.795680711083795
BMP15	IL21	0.728071434992425
CEBPE	TMEM95	0.710435927804895
MIR1224	TMCO5B	0.769618929151954
MIR3074	TMCO5B	0.769618929151954
MRGPRX2	SLC6A18	0.791887317041721
BPIFA4P	SLC6A18	0.791887317041721
CPSF4L	SLC6A18	0.791887317041721
CD200R1L	MIR569	0.730732272147962
CD200R1L	LINC00207	0.730732272147962
OR9I1	TTTY13	0.777555568385796
OR9I1	TTTY5	0.777555568385796
OR9I1	TTTY8	0.777555568385796
OR9I1	TTTY8B	0.777555568385796
MIR4789	OR9I1	0.777555568385796
OR9I1	SPO11	0.777555568385796
OR9I1	TBL1Y	0.777555568385796
OR9I1	TTTY11	0.716014622823436
LOC344887	OR1D4	0.751943770966294
IL3	TSPY4	0.741981777271091
LRRC2-AS1	OR9A4	0.728369849626274
MIR449B	OR9A4	0.728369849626274
OR52E4	OR9A4	0.728369849626274
CLEC6A	SNORD37	0.784834699198789
CLEC6A	GSTA5	0.784834699198789
FAM47B	HBD	0.707218626009533
OR10G4	OR2G3	0.779082235657333
LOC284661	MIR4473	0.89228383335402
HAND2	LOC442497	0.703417640990906
DEFB107A	SUN5	0.70612629152344
DEFB107B	SUN5	0.70612629152344
DEFB107A	DEFB107B	1
SNORD82	TRAT1	0.835067757421248
PRAMEF18	PRAMEF19	1
CCL19	FOXI3	0.76664624867926
CBLC	SNORD58B	0.770635512836233
PITX2	SUN5	0.880026837342825
CRYGB	LOC344887	0.728234761844185
LY6G6E	ST8SIA6-AS1	0.705605172569235
LRRC2-AS1	OR51T1	0.7404587066746
MIR449B	OR51T1	0.7404587066746
OR51T1	OR52E4	0.7404587066746
C20orf85	PPP1R2P9	0.705170889206654
KRT16P1	MIR3907	0.754100490935347
KRT16P1	SNORD114-20	0.754100490935347
GPR101	KRT16P1	0.722084581107727
HHEX	KRT16P1	0.758058826588699
KRT85	OR1B1	0.750178322541922
LOC286442	OR1B1	0.750178322541922
LINC00332	OR1B1	0.750178322541922
MIR190A	OR1B1	0.750178322541922
LOC1720	MAGEA2	0.848351951067524
CD177	MIR4472-2	0.745650351417779
KRT39	MIR3193	0.848246629195775
BPESC1	MIR577	0.737231739770822
USP17L11	USP17L18	0.990409594078768
COL18A1-AS2	PLA2G2E	0.728258614467949
COL18A1-AS2	MIR4427	0.728258614467949
COL18A1-AS2	MIR4472-1	0.728258614467949
LCE3C	LCE3D	0.735525644737
MIR21	SNORD32B	0.722702875724714
C17orf82	MIR142	0.727605610830595
MIR595	OR51L1	0.70843634575342
LINC00208	SNORA35	0.708803259520227
FOXI3	SLC22A25	0.707488539662706
CCL19	SLC22A25	0.750683107282101
USP17L12	USP17L19	0.768381779582119
USP17L19	USP17L21	0.768381779582119
USP17L12	USP17L21	1
CXCR3	ODAM	0.715066066695874
CXCR3	LOC100507362	0.75836743072069
FOXI3	LOC440117	0.70372519309296
MIR3907	WT1-AS	0.705983487936312
SNORD114-20	WT1-AS	0.705983487936312
KRT85	LOC400620	0.824791773872654
LOC286442	LOC400620	0.824791773872654
LINC00332	LOC400620	0.824791773872654
LOC400620	MIR190A	0.824791773872654
AMY1C	LOC400620	0.854955454846413
FLJ41350	LOC400620	0.705941386317439
LOC400620	SIT1	0.735931089268255
KRTAP9-1	LOC400620	0.794037330513338
LOC400620	OR7C2	0.711348936011329
HNF4A	LOC400620	0.739568700030991
KRT71	OR2T2	0.821281687101362
FAM197Y2	MIR5688	0.706931722426884
FAM197Y5	MIR5688	0.706931722426884
CDRT15P2	MIR3679	0.707213202289188
MIR3679	MIR592	0.707213202289188
OR6X1	SNORD32B	0.702700711478412
DCAF8L1	MIRLET7A1	0.849233303958424
OR4K17	OR4N5	0.707003418824342
HOXB-AS5	PRAC	0.711192636951919
MIR211	PRAC	0.711192636951919
OR51G2	PRAC	0.711192636951919
MIR642B	PRAC	0.711192636951919
PRAC	SULT6B1	0.711192636951919
HAND1	MIR4519	0.709081456443502
THBD	TM4SF5	0.780849548852107
PI3	SNORD7	0.700063268627875
FAM153B	MIR450A2	0.816351164267876
MIR1972-1	MIR1972-2	1
KRTAP19-8	LINC00489	0.7421806559157
DLX2	LCN8	0.845531615410857
SLC17A2	TMPRSS4-AS1	0.817580267287701
MIR514A2	MIR514A3	1
LINC00474	MIR4307	0.867860735473882
C1orf127	ZNRF4	0.861175944748071
NLRP7	SNORD116-1	0.841470763004619
LMX1A	OR2A12	0.758711244792038
BTLA	CDRT15P2	0.769025259157893
BTLA	MIR592	0.769025259157893
DEFA1	SPRR2E	0.755231013622043
DEFA1B	SPRR2E	0.755231013622043
PCDHB1	PPBP	0.925382420484041
RGL3	SLFN12L	0.820930673939479
MIR5685	OR8B12	0.797329560946956
MIR641	OR8B12	0.797329560946956
CCDC54	PGC	0.729884975215985
FAM153A	KRTAP12-1	0.799006449006058
EMR3	FAM153A	0.799006449006058
FAM153A	KRTAP12-2	0.799006449006058
TTTY13	VNN3	0.800825211348026
TTTY5	VNN3	0.800825211348026
TTTY8	VNN3	0.800825211348026
TTTY8B	VNN3	0.800825211348026
MIR4789	VNN3	0.800825211348026
SPO11	VNN3	0.800825211348026
TBL1Y	VNN3	0.800825211348026
TTTY11	VNN3	0.737425259460226
RNASE9	TTTY9A	0.76770424962697
OR2F1	TTTY9A	0.717389435093087
RNASE9	TTTY9B	0.76770424962697
OR2F1	TTTY9B	0.717389435093087
TTTY9A	TTTY9B	1
LOC340074	OR2V2	0.797434715166588
LOC340074	SPINK1	0.747112990385247
LOC340074	RAET1L	0.721802505400126
AADAC	OR2V2	0.707021107704995
GCNT3	GPR33	0.808189834750333
GCNT3	LINC00424	0.808189834750333
GCNT3	KRTAP2-2	0.808189834750333
LOC100131047	TTTY13	0.762809806981637
LOC100131047	TTTY5	0.762809806981637
LOC100131047	TTTY8	0.762809806981637
LOC100131047	TTTY8B	0.762809806981637
LOC100131047	MIR4789	0.762809806981637
LOC100131047	SPO11	0.762809806981637
LOC100131047	TBL1Y	0.762809806981637
LOC100131047	TTTY11	0.702402818004824
CARTPT	OR52M1	0.713990816724592
KNCN	MIR378D2	0.869403741703069
APOBEC1	MAGEB3	0.767445313324134
MAGEB3	OR4D6	0.767445313324134
MAGEB3	OR5P2	0.733357284983642
LOC728040	ZAR1L	0.719698833467645
C19orf33	SEMG2	0.711332149447275
CST5	LINC00239	0.749643559948892
LINC00347	SERPINA9	0.74904672979277
LINC00347	MIR548J	0.74904672979277
LINC00347	REG1B	0.74904672979277
HOXB13	OR2C3	0.799657293115067
CREB3L3	OR1F2P	0.813065388063998
CREB3L3	OR56B1	0.723600487750554
MIR4453	OR10R2	0.767953552377577
LOC344887	TREM2	0.811618344691927
CYP4F8	KRT85	0.737730950459138
CYP4F8	LOC286442	0.737730950459138
CYP4F8	LINC00332	0.737730950459138
CYP4F8	MIR190A	0.737730950459138
CAMP	CXXC1P1	0.86691432819671
CXXC1P1	MIR4760	0.86691432819671
CXXC1P1	MIR941-2	0.86691432819671
SERPINA9	SP8	0.777666081024945
MIR548J	SP8	0.777666081024945
REG1B	SP8	0.777666081024945
MYOC	OR51M1	0.764377478100201
KRTAP4-5	MIR4474	0.700280741371918
LINC00442	OR1F2P	0.704206615831279
OR1F2P	P2RX3	0.712324538217188
KRT28	SUN5	0.724810352135098
CTLA4	SNORD121A	0.764794584625929
MIR502	TAAR2	0.765312473846656
MIR4271	OR10Q1	0.715652806673983
OR6C1	SERPINA9	0.755198806835715
MIR548J	OR6C1	0.755198806835715
OR6C1	REG1B	0.755198806835715
AFP	GAGE2C	0.820209302963553
FLJ41350	OR3A4P	0.776960689764698
FGA	SIGLEC12	0.706376227315595
MS4A8B	TTTY13	0.704846082363649
MS4A8B	TTTY5	0.704846082363649
MS4A8B	TTTY8	0.704846082363649
MS4A8B	TTTY8B	0.704846082363649
MIR4789	MS4A8B	0.704846082363649
MS4A8B	SPO11	0.704846082363649
MS4A8B	TBL1Y	0.704846082363649
CLRN1-AS1	MIR4746	0.71938306491
FOXI3	OR1J4	0.705806677888299
LOC254099	PRSS45	0.720902760754275
PRSS45	SMIM2-IT1	0.720902760754275
GDF3	OR10T2	0.713738545144259
LOC158376	OR10T2	0.713738545144259
MIR553	OR10T2	0.713738545144259
LOC257358	OR52N1	0.737052172630326
CSH2	NKX2-1	0.715827150872354
NKX2-1	SPAG11A	0.715827150872354
KRTAP4-4	NKX2-1	0.715827150872354
LOC100287534	NKX2-1	0.715827150872354
MIR33B	NKX2-1	0.715827150872354
NKX2-1	OR6N2	0.715827150872354
KRTAP4-11	LRRC15	0.823831773248283
